"rank","drug","substance","event","peak_eb05","adj_eb05","n_methods_flagged","quarters","first_signal","latest_signal","first_approval","years_on_market","atc_class","triage","triage_reason","watch"
533,"propecia","finasteride","Post 5-alpha-reductase inhibitor syndrome",6551.98,6551.98,4,22,"2007Q1","2016Q3","1992-06-19",33.8,"Other dermatologicals","","",""
534,"heparin sodium in dextrose","glucose;heparin","Heparin-induced thrombocytopenia",6551.62,6551.62,3,3,"2018Q2","2018Q4",,,"","","",""
535,"fenofibrate","fenofibrate","Chondrocalcinosis",6548.62,6548.62,3,4,"2015Q2","2016Q1","1993-12-31",32.3,"Fibrates","","",""
536,"raltegravir potassium","raltegravir","Blood HIV RNA increased",6548.14,6548.14,4,2,"2019Q1","2019Q4","2007-10-12",18.5,"Integrase inhibitors","","",""
537,"rocklatan","latanoprost;netarsudil","Conjunctival hyperaemia",6543.27,6543.27,4,10,"2019Q4","2022Q3",,,"","","",""
538,"exservan","riluzole","Amyotrophic lateral sclerosis",6542.85,6542.85,3,1,"2022Q3","2022Q3","1995-12-12",30.4,"Other nervous system drugs","","",""
539,"trazodone","trazodone","Priapism",6539.94,6539.94,4,16,"2018Q1","2024Q4",,,"Other antidepressants","","",""
540,"memantine hydrochloride","memantine","Scleral discolouration",6533.51,6533.51,4,2,"2019Q1","2019Q4","2003-10-16",22.5,"Other anti-dementia drugs","","",""
541,"zaltrap","aflibercept","Cardiac ventricular thrombosis",6532.87,6532.87,4,4,"2017Q3","2018Q2",,,"Other antineoplastics","","",""
542,"revcovi","elapegademase-lvlr","Bone marrow transplant",6531.93,6531.93,4,1,"2024Q4","2024Q4",,,"","","",""
543,"fomepizole","fomepizole","Alcohol poisoning",6530.98,6530.98,4,4,"2020Q2","2021Q1","1997-12-04",28.4,"Antidotes","","",""
544,"antihemophilic factor, porcine",,"Central venous catheterisation",6523.32,6523.32,4,3,"2016Q3","2017Q1",,,"Other antineoplastic agents (cont.)","","",""
545,"iopromide","iopromide","Contrast encephalopathy",6519.03,6519.03,3,4,"2019Q4","2022Q3","1995-05-10",31,"Watersoluble, nephrotropic, low osmolar X-ray contrast media","","",""
546,"qutenza","capsaicin","Application site pain",6513.23,6513.23,4,19,"2016Q2","2024Q4","2009-11-16",16.4,"Capsaicin and similar agents","","",""
547,"photrexa viscous","dextran;vitamin b2","Corneal opacity",6503.43,6503.43,4,4,"2019Q1","2020Q2",,,"","","",""
548,"enoxaparin","enoxaparin","Abdominal wall haematoma",6498.88,6498.88,4,11,"2019Q4","2022Q3",,,"Heparin group","","",""
549,"monistat 1 combination pack","miconazole","Vaginal erosion",6493.85,6493.85,3,3,"2020Q4","2021Q3","1982-01-01",44.3,"Antiinfectives and antiseptics for local oral treatment","","",""
550,"ranibizumab","ranibizumab","Retinal oedema",6490.38,6490.38,4,8,"2016Q4","2018Q3",,,"Antineovascularisation agents","","",""
551,"elmiron","pentosan polysulfate","Cystitis interstitial",6471.12,6471.12,4,9,"2018Q2","2024Q4",,,"Heparins or heparinoids for topical use","","",""
552,"collagenase","collagenase","Wound complication",6464.8,6464.8,4,16,"2018Q1","2022Q3",,,"Proteolytic enzymes","","",""
553,"omidria","ketorolac;phenylephrine","Corneal oedema",6458.6,6458.6,3,2,"2018Q4","2019Q1",,,"","","",""
554,"sofosbuvir velpatasvir",,"Transplant rejection",6454.76,6454.76,4,4,"2018Q2","2019Q1",,,"Other antineoplastic agents (cont.)","","",""
555,"cytotec","misoprostol","Post abortion haemorrhage",6454.12,6454.12,3,8,"2017Q4","2020Q1","1988-12-27",37.3,"Prostaglandins","","",""
556,"flecainide","flecainide","Electrocardiogram QRS complex prolonged",6447.53,6447.53,4,4,"2018Q4","2024Q4",,,"Antiarrhythmics, class Ic","mechanism","Class IC sodium-channel blockade mechanistically prolongs the QRS. This is the labeled dose-titration endpoint (reduce dose if QRS widens >25%), not an adverse signal.",""
557,"orgaran","danaparoid","Ovarian haemorrhage",6446.72,6446.72,3,1,"2022Q3","2022Q3",,,"Heparin group","","",""
558,"abacavir lamivudine","abacavir;lamivudine","Malaria",6443.72,6443.72,4,7,"2017Q2","2018Q4",,,"","","",""
559,"ranibizumab","ranibizumab","Epiretinal membrane",6435.41,6435.41,3,2,"2020Q2","2020Q3",,,"Antineovascularisation agents","","",""
560,"cabergoline","cabergoline","Cardiopulmonary failure",6432.64,6432.64,4,4,"2018Q1","2018Q4","1996-12-23",29.3,"Prolactine inhibitors","","",""
561,"ycanth","cantharidin","Application site vesicles",6684.14,6428.86,4,1,"2024Q4","2024Q4","2023-07-21",2.8,"","","",""
562,"tobradex","dexamethasone;tobramycin","Keratic precipitates",6410.87,6410.87,3,3,"2018Q3","2019Q1",,,"","","",""
563,"herbals mitragynine",,"Dependence",6407.69,6407.69,4,5,"2021Q3","2022Q3",,,"Other antineoplastic agents (cont.)","","",""
564,"moxifloxacin","moxifloxacin","Axonal neuropathy",6405.41,6405.41,3,4,"2016Q3","2017Q2",,,"Fluoroquinolones","","",""
565,"emtriva","emtricitabine","Acute HIV infection",6392.88,6392.88,3,1,"2020Q4","2020Q4","2003-07-02",22.8,"Nucleoside and nucleotide reverse transcriptase inhibitors","","",""
566,"brineura","cerliponase alfa","Gaze palsy",6391.59,6391.59,4,4,"2021Q3","2022Q2",,,"Enzymes","","",""
567,"sevoflurane","sevoflurane","Pulmonary alveolar haemorrhage",6389.9,6389.9,4,5,"2021Q2","2022Q2","1995-06-07",30.9,"Halogenated hydrocarbons","","",""
568,"primene","alanine;arginine;aspartic acid;cysteine;glutamic acid;glycine spp;histidine;isoleucine;leucine;lysine;methionine;ornithine;phenylalanine;proline;serine;taurine;threonine;tryptophan, l-;tyrosine;valine","Thrombophlebitis",6375.85,6375.85,3,2,"2022Q2","2022Q3",,,"","","",""
569,"nevirapine","nevirapine","Polydactyly",6369.7,6369.7,4,3,"2019Q4","2020Q2","1996-06-21",29.8,"Non-nucleoside reverse transcriptase inhibitors","","",""
570,"bupivacaine mylan solution for injection",,"Maternal exposure during delivery",6365.35,6365.35,3,1,"2021Q1","2021Q1",,,"Other antineoplastic agents (cont.)","","",""
571,"nayzilam","midazolam","Status epilepticus",6363.09,6359.36,4,4,"2021Q2","2022Q1","2019-05-17",6.9,"Benzodiazepine derivatives","","",""
572,"photrexa","vitamin b2","Corneal thinning",6352.64,6352.64,3,1,"2024Q4","2024Q4",,,"Other plain vitamin preparations","","",""
573,"mesalamine","mesalazine","Large intestine infection",6345.22,6345.22,4,4,"2018Q2","2019Q1","1987-12-24",38.3,"Aminosalicylic acid and similar agents","","",""
574,"dorzolamide","dorzolamide","Gingival blister",6338.21,6338.21,3,4,"2017Q4","2018Q3",,,"Carbonic anhydrase inhibitors","","",""
575,"soolantra","ivermectin","Rosacea",6333.71,6333.71,4,15,"2018Q2","2022Q3","1996-11-22",29.4,"Other dermatologicals","","",""
576,"cfz533","iscalimab","Kidney transplant rejection",6320.27,6320.27,3,2,"2019Q4","2020Q1",,,"","","",""
577,"ganirelix acetate","ganirelix","Premature ovulation",6318.34,6318.34,3,3,"2021Q2","2021Q4","1999-07-29",26.7,"Anti-gonadotropin-releasing hormones","","",""
578,"lixiana tablets","edoxaban","Embolic stroke",6308.07,6308.07,3,2,"2021Q3","2021Q4",,,"Direct factor Xa inhibitors","","",""
579,"tobi","tobramycin","Cystic fibrosis",6306.65,6306.65,3,4,"2014Q1","2019Q4","1982-01-01",44.3,"Other aminoglycosides","","",""
580,"tadalafil","tadalafil","Vascular device infection",6306.65,6306.65,3,4,"2014Q1","2014Q4","2003-11-21",22.4,"Drugs used in erectile dysfunction","","",""
581,"rizatriptan benzoate","rizatriptan","Sensory level abnormal",6302.69,6302.69,4,4,"2019Q4","2020Q3","1998-06-29",27.8,"Selective serotonin (5HT1) agonists","","",""
582,"dexmedetomidine","dexmedetomidine","Hypocapnia",6299.68,6299.68,4,4,"2020Q1","2020Q4",,,"Other hypnotics and sedatives","","",""
583,"daclizumab","daclizumab","Encephalitis autoimmune",6298.37,6298.37,3,1,"2018Q2","2018Q2",,,"Interleukin inhibitors","","",""
584,"motrin infants","ibuprofen","Oliguria",6294.51,6294.51,4,4,"2021Q2","2022Q1","1982-01-01",44.3,"Other cardiac preparations","","",""
585,"chlorhexidine gluconate","chlorhexidine","Trichoglossia",6288.24,6288.24,4,2,"2018Q2","2018Q3","1982-01-01",44.3,"Antiinfectives and antiseptics for local oral treatment","","",""
586,"atomoxetine","atomoxetine","Scrotal pain",6287.81,6287.81,4,4,"2021Q4","2022Q3",,,"Centrally acting sympathomimetics","","",""
587,"tivicay","dolutegravir","Blood HIV RNA increased",6287.09,6287.09,4,9,"2016Q2","2021Q4",,,"Integrase inhibitors","","",""
588,"clavamox - filmtabletten",,"Type I hypersensitivity",6282.86,6282.86,3,3,"2020Q1","2020Q3",,,"Other antineoplastic agents (cont.)","","",""
589,"valtrex","valaciclovir","Toxic encephalopathy",6281.79,6281.79,4,19,"2017Q3","2024Q4",,,"Nucleosides and nucleotides excl. reverse transcriptase inhibitors","","",""
590,"heparin","heparin","Coagulation time",6281.42,6281.42,3,5,"2019Q4","2020Q4",,,"Heparin group","","",""
591,"doxazosin","doxazosin","Haemorrhagic tumour necrosis",6281.35,6281.35,3,4,"2016Q2","2017Q1",,,"Alpha-adrenoreceptor antagonists","","",""
592,"doxazosin","doxazosin","Tumour rupture",6281.35,6281.35,3,4,"2016Q2","2017Q1",,,"Alpha-adrenoreceptor antagonists","","",""
593,"tozinameran","covid-19 vaccine","Immunisation",6271.62,6271.62,4,7,"2021Q1","2022Q3",,,"","","",""
594,"truseltiq","infigratinib","Hyperphosphataemia",6270.8,6270.8,4,4,"2021Q3","2022Q2",,,"Fibroblast growth factor receptor (FGFR) tyrosine kinase inhibitors","","",""
595,"ravicti","glycerol phenylbutyrate","Liver transplant",6268.54,6268.53,4,8,"2018Q2","2020Q3","2013-02-01",13.2,"Various alimentary tract and metabolism products","","",""
596,"savene","dexrazoxane","Antithrombin III decreased",6266.51,6266.51,4,2,"2018Q4","2019Q1",,,"Detoxifying agents for antineoplastic treatment","","",""
597,"periogard","chlorhexidine","Tooth discolouration",6265.36,6265.36,3,1,"2021Q4","2021Q4",,,"Antiinfectives and antiseptics for local oral treatment","","",""
598,"atomoxetine","atomoxetine","Cardiovascular insufficiency",6262.27,6262.27,4,4,"2018Q2","2019Q1",,,"Centrally acting sympathomimetics","","",""
599,"botulinum toxin type a","botulinum toxin","Conjunctival haemorrhage",6257.71,6257.71,4,4,"2017Q1","2017Q4",,,"Other muscle relaxants, peripherally acting agents","","",""
600,"orfadin","nitisinone","Succinylacetone increased",6236.89,6236.89,3,3,"2018Q1","2018Q4","2002-01-18",24.3,"Various alimentary tract and metabolism products","","",""
601,"bss plus","sodium chloride","Corneal striae",6229.73,6229.73,3,1,"2024Q4","2024Q4","1982-01-01",44.3,"Sodium","","",""
602,"ropivacaine","ropivacaine","Therapeutic product effect prolonged",6228.54,6228.54,3,2,"2019Q4","2020Q1",,,"Amides","","",""
603,"aduhelm","aducanumab","Amyloid related imaging abnormality-microhaemorrhages and haemosiderin deposits",6225.87,6225.87,4,5,"2021Q4","2024Q4",,,"Other anti-dementia drugs","","",""
604,"clobazam","clobazam","Electrocardiogram QRS complex prolonged",6213.23,6213.23,3,3,"2022Q1","2022Q3","2011-10-21",14.5,"Benzodiazepine derivatives","","",""
605,"viagra","sildenafil","Penis disorder",6212.34,6212.34,4,7,"2018Q2","2022Q2",,,"Drugs used in erectile dysfunction","","",""
606,"muse","alprostadil","Administration site pain",6211.63,6211.63,4,5,"2019Q1","2020Q3","1982-01-01",44.3,"Prostaglandins","","",""
607,"oromone comprim pellicul",,"Meningioma",6206.42,6206.42,3,2,"2019Q4","2020Q1",,,"Other antineoplastic agents (cont.)","","",""
608,"lymphoseek","technetium tc 99m tilmanocept","Radioisotope uptake increased",6197.71,6197.71,3,1,"2024Q4","2024Q4",,,"Technetium (99mTc) compounds","","",""
609,"meropenem","meropenem","Acinetobacter infection",6191.46,6191.46,3,4,"2014Q4","2015Q3","1996-06-21",29.8,"Carbapenems","","",""
610,"ultra-technekow","sodium pertechnetate (99m tc)","Radiation overdose",6174.57,6174.57,3,1,"2022Q3","2022Q3",,,"","","",""
611,"fioricet","butalbital;caffeine;paracetamol","Maternal drugs affecting foetus",6174.57,6174.57,3,1,"2022Q3","2022Q3",,,"","","",""
612,"elocon","mometasone","Topical steroid withdrawal reaction",6171.16,6171.16,4,4,"2021Q4","2022Q3",,,"Corticosteroids, potent (group III)","","",""
613,"diprivan","propofol","Sedation complication",6164.63,6164.63,4,4,"2018Q2","2019Q1","1989-10-02",36.6,"Other general anesthetics","","",""
614,"panzyga","immunoglobulins, unspecified","Febrile nonhaemolytic transfusion reaction",6163.19,6163.19,4,8,"2018Q3","2020Q4",,,"","","",""
615,"benzocaine","benzocaine","Methaemoglobinaemia",6160.78,6160.78,3,1,"2019Q1","2019Q1",,,"Local anesthetics","","",""
616,"cytotec","misoprostol","Foetal heart rate decreased",6156.13,6156.13,4,27,"2013Q1","2021Q3","1988-12-27",37.3,"Prostaglandins","","",""
617,"norethindrone","norethisterone","Neonatal respiratory distress",6156.11,6156.11,4,4,"2021Q2","2022Q1","1982-01-01",44.3,"Progestogens","","",""
618,"delflex with dextrose low magnesium low calcium",,"Peritonitis bacterial",6149.46,6149.46,4,18,"2018Q1","2024Q4",,,"Other antineoplastic agents (cont.)","","",""
619,"norco","hydrocodone;paracetamol","Postoperative ileus",6146.58,6146.58,4,4,"2018Q2","2019Q1",,,"","","",""
620,"zerbaxa","ceftolozane;tazobactam","Pneumonia pseudomonal",6132.7,6132.7,4,5,"2020Q3","2022Q3",,,"","","",""
621,"actilyse","alteplase","Haemorrhagic transformation stroke",6130.38,6130.38,4,16,"2017Q4","2022Q1",,,"Enzymes","","",""
622,"ondansetron ml solution for injection",,"Oculogyric crisis",6127.97,6127.97,4,2,"2019Q4","2020Q1",,,"Other antineoplastic agents (cont.)","","",""
623,"apomorphine hydrochloride","apomorphine","Injection site necrosis",6117.97,6117.97,3,17,"2012Q3","2016Q4","2004-04-20",22,"Drugs used in erectile dysfunction","","",""
624,"lidocaine hydrochloride","lidocaine","Morganella infection",6115.06,6115.06,4,3,"2022Q1","2022Q3","1982-01-01",44.3,"Antiarrhythmics, class Ib","","",""
625,"inrebic","fedratinib","Wernicke's encephalopathy",6111.48,6111.48,3,1,"2024Q4","2024Q4",,,"JAK inhibitors","","",""
626,"indican","lidocaine","Infantile apnoea",6107.88,6107.88,3,1,"2017Q1","2017Q1","1982-01-01",44.3,"Antiarrhythmics, class Ib","","",""
627,"nebivolol","nebivolol","Hypertensive emergency",6103.74,6103.74,4,4,"2015Q4","2016Q3",,,"Beta blocking agents, selective","","",""
628,"visudyne","verteporfin","Age-related macular degeneration",6099.47,6099.47,4,3,"2017Q3","2018Q1","2000-04-12",26,"Antineovascularisation agents","","",""
629,"miconazole 3 combination pack","miconazole","Vulvovaginal burning sensation",6098.1,6098.1,4,21,"2017Q2","2024Q4","1982-01-01",44.3,"Antiinfectives and antiseptics for local oral treatment","","",""
630,"acular","ketorolac","Ulcerative keratitis",6069.52,6069.52,4,4,"2016Q1","2016Q4",,,"Acetic acid derivatives and related substances","","",""
631,"calcium cl dextrose magnesium cl sodium bicar sodium cl sodium lact",,"Peritoneal cloudy effluent",6065.46,6065.46,4,3,"2022Q2","2024Q4",,,"Other antineoplastic agents (cont.)","","",""
632,"yosprala","acetylsalicylic acid;omeprazole","Otitis media",6064.28,6064.28,4,2,"2018Q4","2019Q1",,,"","","",""
633,"naglazyme","galsulfase","Spinal cord compression",6062.4,6062.4,4,24,"2010Q2","2024Q4",,,"Enzymes","","",""
634,"erwinaze","asparaginase","Hyperammonaemia",6057.6,6057.6,3,3,"2020Q1","2020Q3",,,"Other antineoplastics","","",""
635,"cyramza","ramucirumab","Tumour perforation",6053.59,6053.59,4,8,"2018Q2","2022Q3",,,"VEGF/VEGFR (Vascular Endothelial Growth Factor) inhibitors","","",""
636,"doxycycline","doxycycline","Myelosuppression",6047.97,6047.97,4,4,"2013Q2","2014Q1","1982-01-01",44.3,"Antiinfectives and antiseptics for local oral treatment","","",""
637,"survanta","beractant","Pulmonary haemorrhage",6041.74,6041.74,4,3,"2019Q1","2020Q1",,,"","","",""
638,"abacavir","abacavir","Intracranial haematoma",6023.22,6023.22,4,4,"2020Q1","2020Q4",,,"Nucleoside and nucleotide reverse transcriptase inhibitors","","",""
639,"prevymis","letermovir","Acute graft versus host disease in skin",6013.37,6012.6,3,2,"2019Q4","2020Q1","2017-11-08",8.5,"Other antivirals","","",""
640,"tofersen","tofersen","CSF protein increased",6197.71,6011.17,3,1,"2024Q4","2024Q4","2023-04-25",3,"Other nervous system drugs","","",""
641,"technescan mag3","technetium tc 99m mertiatide","Radioisotope scan abnormal",6007.25,6007.25,3,2,"2019Q4","2020Q1",,,"Technetium (99mTc) compounds, renal","","",""
642,"timoptic","timolol","Instillation site irritation",6005.55,6005.55,3,1,"2022Q3","2022Q3","1995-03-31",31.1,"Beta blocking agents, non-selective","","",""
643,"maci","chondrocytes;collagen","Arthroscopy",6003.44,6003.44,4,5,"2020Q3","2021Q4",,,"","","",""
644,"bridion","sugammadex","Arteriospasm coronary",5992.63,5992.63,3,4,"2015Q4","2016Q3",,,"Antidotes","","",""
645,"tolterodine","tolterodine","Cystoid macular oedema",5992.42,5992.42,4,4,"2021Q1","2021Q4",,,"Drugs for urinary frequency and incontinence","","",""
646,"berinert","c1-inhibitor","Hereditary angioedema",5992.11,5992.11,4,21,"2017Q2","2024Q4",,,"Drugs used in hereditary angioedema","","",""
647,"gentamicin sulfate","gentamicin","Vestibular disorder",5991.83,5991.83,4,2,"2018Q2","2018Q3","1982-01-01",44.3,"Other antibiotics for topical use","","",""
648,"atomoxetine","atomoxetine","Male genital atrophy",5990.32,5990.32,4,4,"2021Q4","2022Q3",,,"Centrally acting sympathomimetics","","",""
649,"tikosyn","dofetilide","Cardiac ablation",5987.15,5987.15,4,2,"2022Q2","2022Q3","1999-10-01",26.6,"Antiarrhythmics, class III","","",""
650,"busulfan","busulfan","Infusion site eschar",5986.82,5986.82,3,1,"2022Q3","2022Q3","1982-01-01",44.3,"Alkyl sulfonates","","",""
651,"adepal","ethinylestradiol;levonorgestrel","Meningioma",5986.33,5986.33,3,4,"2019Q4","2020Q3",,,"","","",""
652,"tigecycline","tigecycline","Dyssomnia",5984.49,5984.49,3,2,"2018Q4","2019Q1","2005-06-15",20.9,"Tetracyclines","","",""
653,"atomoxetine","atomoxetine","Autoscopy",5974.53,5974.53,4,4,"2019Q4","2020Q3",,,"Centrally acting sympathomimetics","","",""
654,"boniva","ibandronic acid","Acute phase reaction",5968.47,5968.47,3,6,"2020Q1","2021Q3",,,"Bisphosphonates","","",""
655,"asmanex","mometasone","Poor quality device used",5961.93,5961.93,4,28,"2014Q1","2024Q4",,,"Corticosteroids, potent (group III)","","",""
656,"zynrelef","bupivacaine;meloxicam","Post procedural drainage",5941.15,5941.15,3,1,"2022Q3","2022Q3",,,"","","",""
657,"propecia","finasteride","Spontaneous penile erection",5932.3,5932.3,4,4,"2020Q1","2020Q4","1992-06-19",33.8,"Other dermatologicals","","",""
658,"nevirapine","nevirapine","Lipodystrophy acquired",5930.55,5930.55,4,4,"2018Q2","2019Q1","1996-06-21",29.8,"Non-nucleoside reverse transcriptase inhibitors","","",""
659,"emtricitabine tenofovir",,"Renal dysplasia",5928.63,5928.63,4,3,"2022Q1","2022Q3",,,"Other antineoplastic agents (cont.)","","",""
660,"optiject 350","ioversol","Type I hypersensitivity",5921.5,5921.5,4,8,"2018Q2","2020Q3","1988-12-30",37.3,"Watersoluble, nephrotropic, low osmolar X-ray contrast media","","",""
661,"calcium chloride dextrose magnesium chloride sodium chloride sodium lactate",,"Ultrafiltration failure",5911.63,5911.63,4,5,"2021Q4","2024Q4",,,"Other antineoplastic agents (cont.)","","",""
662,"salbutamol sulphate","salbutamol","Blood count abnormal",5911.08,5911.08,4,25,"2014Q2","2021Q2",,,"Selective beta-2-adrenoreceptor agonists","","",""
663,"emtricitabine tenofovir disoproxil",,"Brachydactyly",5909.8,5909.8,4,4,"2021Q1","2021Q4",,,"Other antineoplastic agents (cont.)","","",""
664,"remifentanil","remifentanil","Anaphylactoid shock",5904.76,5904.76,4,1,"2020Q1","2020Q1",,,"Opioid anesthetics","","",""
665,"tylenol regular strength","paracetamol","Attention deficit hyperactivity disorder",5904.62,5904.62,4,65,"2003Q1","2022Q3",,,"Anilides","","",""
666,"plantago lanceolata pollen",,"False negative investigation result",5900.87,5900.87,4,2,"2022Q2","2022Q3",,,"Other antineoplastic agents (cont.)","","",""
667,"exparel","bupivacaine","Local anaesthetic systemic toxicity",5898.5,5898.49,3,2,"2022Q1","2022Q2","2011-10-28",14.5,"Amides","","",""
668,"heparin","heparin","Coagulation time shortened",5890.89,5890.89,4,8,"2019Q4","2021Q3",,,"Heparin group","","",""
669,"datscan","ioflupane (123i)","Radioisotope scan abnormal",5878.24,5878.24,4,17,"2018Q2","2024Q4",,,"Iodine (123I) compounds","","",""
670,"rabeprazole","rabeprazole","Primary hypoparathyroidism",5870.27,5870.27,4,4,"2020Q2","2021Q1",,,"Proton pump inhibitors","","",""
671,"ibandronic acid","ibandronic acid","Atypical femur fracture",5870.08,5870.08,4,8,"2013Q4","2022Q1",,,"Bisphosphonates","","",""
672,"risedronate","risedronic acid","Capillary disorder",5864.85,5864.85,3,4,"2020Q1","2020Q4",,,"Bisphosphonates","","",""
673,"estrace","estradiol","Vulvovaginal inflammation",5864.19,5864.19,4,2,"2019Q4","2020Q1","1982-01-01",44.3,"Natural and semisynthetic estrogens, plain","","",""
674,"jadenu","deferasirox","Blood iron increased",5863.56,5863.56,4,6,"2019Q4","2022Q3","2005-11-02",20.5,"Iron chelating agents","","",""
675,"elmiron","pentosan polysulfate","Dry age-related macular degeneration",5859.44,5859.44,4,77,"2003Q1","2022Q3",,,"Heparins or heparinoids for topical use","","",""
676,"chlorhexidine","chlorhexidine","Transmission of an infectious agent via product",5859.42,5859.42,3,4,"2020Q4","2021Q3",,,"Antiinfectives and antiseptics for local oral treatment","","",""
677,"entecavir","entecavir","Ligamentitis",5855.24,5855.24,3,4,"2017Q1","2017Q4","2005-03-29",21.1,"Nucleoside and nucleotide reverse transcriptase inhibitors","","",""
678,"histamine phosphate","histamine","False negative investigation result",5853.85,5853.85,3,1,"2022Q3","2022Q3","1982-01-01",44.3,"","","",""
679,"lanadelumab","lanadelumab","Hereditary angioedema",5848.76,5848.76,4,34,"2012Q2","2024Q4",,,"Drugs used in hereditary angioedema","","",""
680,"posaconazole","posaconazole","Fat tissue decreased",5843.86,5843.86,4,4,"2020Q3","2021Q2","2006-09-15",19.6,"Triazole derivatives","","",""
681,"alteplase","alteplase","Cerebral ischaemia",5836.26,5836.26,4,10,"2015Q3","2018Q1",,,"Enzymes","","",""
682,"levaquin","levofloxacin","Aortic aneurysm",5834.82,5834.82,4,53,"2004Q4","2019Q1","1996-12-20",29.3,"Fluoroquinolones","","",""
683,"sevoflurane","sevoflurane","Holoprosencephaly",5832.2,5832.2,3,4,"2019Q4","2020Q3","1995-06-07",30.9,"Halogenated hydrocarbons","","",""
684,"burosumab","burosumab","Nephrocalcinosis",5831.33,5831.33,4,4,"2021Q2","2022Q1",,,"Other drugs affecting bone structure and mineralization","","",""
685,"ameluz","aminolevulinic acid","Application site pustules",5821.87,5821.87,3,1,"2021Q1","2021Q1",,,"Sensitizers used in photodynamic/radiation therapy","","",""
686,"alaway","ketotifen","Instillation site pain",5817.05,5817.05,4,3,"2022Q1","2022Q3",,,"Other antihistamines for systemic use","","",""
687,"prazosin","prazosin","Priapism",5816.48,5816.48,4,4,"2020Q3","2021Q2",,,"Alpha-adrenoreceptor antagonists","","",""
688,"fosamax","alendronic acid","Low turnover osteopathy",5809.88,5809.88,4,36,"2003Q4","2017Q4",,,"Bisphosphonates","","",""
689,"ella","ulipristal","Pregnancy after post coital contraception",5804.56,5804.56,4,1,"2024Q4","2024Q4",,,"Emergency contraceptives","","",""
690,"edurant","rilpivirine","Syphilis",5795.64,5795.64,3,1,"2024Q4","2024Q4",,,"Non-nucleoside reverse transcriptase inhibitors","","",""
691,"leflunomide","leflunomide","Osteomyelitis chronic",5795.64,5795.64,3,1,"2024Q4","2024Q4","1998-09-10",27.6,"DHODH inhibitors","","",""
692,"kineret","anakinra","Haemophagocytic lymphohistiocytosis",5794.03,5794.03,4,17,"2014Q1","2022Q3",,,"Interleukin inhibitors","","",""
693,"signifor","pasireotide","Adrenal insufficiency",5794.03,5794.03,4,14,"2014Q1","2020Q2",,,"Somatostatin and analogues","","",""
694,"kivexa","abacavir;lamivudine","Syphilis",5786.11,5786.11,4,11,"2014Q1","2017Q2",,,"","","",""
695,"norvasc","amlodipine","Blood pressure inadequately controlled",5783.1,5783.1,4,11,"2016Q3","2021Q3",,,"Dihydropyridine derivatives","","",""
696,"xiidra","lifitegrast","Instillation site reaction",5779.19,5779,3,10,"2017Q2","2020Q1","2016-07-11",9.8,"Other ophthalmologicals","","",""
697,"iluvien","fluocinolone","Trabeculoplasty",5778.26,5778.26,3,9,"2016Q1","2019Q4",,,"Corticosteroids","","",""
698,"lumify","brimonidine","Instillation site dryness",5771.33,5771.33,3,4,"2021Q4","2022Q3",,,"Other dermatologicals","","",""
699,"ganciclovir","ganciclovir","Subretinal fluid",5767.02,5767.02,4,4,"2021Q4","2022Q3","1994-12-22",31.3,"Nucleosides and nucleotides excl. reverse transcriptase inhibitors","","",""
700,"euthyrox","levothyroxine","Hyperthyroidism",5762.01,5762.01,4,22,"2013Q2","2022Q3",,,"Thyroid hormones","","",""
701,"zynrelef","bupivacaine;meloxicam","Seroma",5754.27,5754.27,4,3,"2022Q1","2022Q3",,,"","","",""
702,"risedronate sodium","risedronic acid","Atypical fracture",5754.2,5754.2,3,2,"2014Q4","2015Q1","1998-03-27",28.1,"Bisphosphonates","","",""
703,"vemlidy","tenofovir","Hepatitis B DNA increased",5752.56,5752.56,4,8,"2019Q4","2022Q1",,,"Nucleoside and nucleotide reverse transcriptase inhibitors","","",""
704,"childrens cetirizine hydrochloride allergy","cetirizine","Accidental exposure to product by child",5744.93,5744.93,4,3,"2022Q1","2024Q4",,,"Piperazine derivatives","","",""
705,"nasacort","triamcinolone","Growth retardation",5728.84,5728.84,3,1,"2022Q1","2022Q1","1982-01-01",44.3,"Corticosteroids for local oral treatment","","",""
706,"red cross toothache","eugenol","Chemical burn",5719.81,5719.81,3,3,"2018Q3","2019Q1",,,"","","",""
707,"yaz","drospirenone;ethinylestradiol","Withdrawal bleed",5698.77,5698.77,4,4,"2019Q1","2022Q2",,,"","","",""
708,"lapine t-lymphocyte immune globulin","antithymocyte immunoglobulin","Anal injury",5694.78,5694.78,3,3,"2022Q1","2022Q3",,,"Selective immunosuppressants","","",""
709,"neoprofen","ibuprofen","Retinopathy of prematurity",5693.86,5693.86,4,7,"2019Q1","2021Q3","1982-01-01",44.3,"Other cardiac preparations","","",""
710,"captopril","captopril","Acute interstitial pneumonitis",5682.92,5682.92,4,3,"2018Q3","2019Q1","1982-01-01",44.3,"ACE inhibitors, plain","","",""
711,"dolutegravir lamivudine tenofovir disoproxil fumarate",,"Ultrasound foetal abnormal",5680.2,5680.2,3,1,"2024Q4","2024Q4",,,"Other antineoplastic agents (cont.)","","",""
712,"emtricitabine tenofovir disoproxil",,"Abortion of ectopic pregnancy",5672.97,5672.97,3,1,"2024Q4","2024Q4",,,"Other antineoplastic agents (cont.)","","",""
713,"zynrelef","bupivacaine;meloxicam","Wound drainage",5668.48,5668.48,3,2,"2022Q2","2022Q3",,,"","","",""
